0.24314,0.54118,0.83922
0.23529,0.50196,0.83529
0.31373,0.55294,0.83529
0.21961,0.54902,0.84706
0.4,0.4549,0.086275
0.98824,0.99216,1
0.81961,0.84314,0.85882
0.22353,0.51373,0.83529
0.48627,0.52549,0.56078
0.25882,0.71765,0.87843
0.84314,0.85882,0.89412
0.27843,0.61176,0.84314
0.3098,0.77255,0.89804
0.31373,0.62353,0.83529
0.24706,0.53333,0.83529
0.27451,0.61176,0.85098
0.85098,0.88235,0.9098
0.48235,0.77647,0.83529
0.30588,0.36863,0.054902
0.87843,0.90196,0.91765
0.87843,0.91373,0.92549
0.43529,0.7451,0.83137
0.49804,0.77647,0.83137
0.21961,0.6,0.8549
0.81569,0.83922,0.87843
0.3098,0.36078,0.027451
0.94118,0.97255,0.98824
0.97255,0.99216,0.99608
0.27451,0.37255,0.031373
0.094118,0.25882,0.019608
0.26667,0.57647,0.83922
0.98039,0.98431,0.99216
0.13333,0.17647,0.11373
0.61961,0.83529,1
0.81569,0.82745,0.83922
0.28235,0.48235,0.82745
0.30196,0.55686,0.83137
0.37647,0.37255,0.26667
0.33333,0.58431,0.83529
1,1,1
0.96863,0.97647,0.99216
0.4549,0.6549,0.72157
0.40392,0.7098,0.83529
0.24706,0.31765,0.035294
0.47451,0.44706,0.40784
0.3098,0.7451,0.87059
0.13333,0.18431,0.14118
0.28627,0.75294,0.89412
0.27059,0.45098,0.82353
0.31765,0.40392,0.05098
0.27059,0.61961,0.84706
0.52157,0.043137,0.047059
0.48627,0.81176,0.9451
0.070588,0.054902,0.031373
0.34902,0.6,0.82745
0.39216,0.64314,0.82745
0.86275,0.90588,0.91373
0.16863,0.53725,0.84706
0.18431,0.48627,0.83922
0.3451,0.41176,0.054902
0.20392,0.59608,0.85882
0.9451,0.97647,0.99216
0.41569,0.1098,0.12941
0.37647,0.34902,0.33725
0.24706,0.67451,0.85882
0.34902,0.74118,0.87843
0.38039,0.68235,0.81569
0.34118,0.74902,0.8549
0.54118,0.79216,0.83922
0.33333,0.58431,0.83137
0.27843,0.60784,0.84314
0.21569,0.56863,0.84706
0.019608,0.10588,0.78431
0.90196,0.92549,0.93725
0.83922,0.85098,0.86667
0.42353,0.086275,0.17255
0.33333,0.6902,0.84706
0.27451,0.63137,0.85098
0.25882,0.43529,0.81961
0.32549,0.67059,0.87059
0.35686,0.44314,0.058824
0.15686,0.28627,0.023529
0.18431,0.53333,0.85098
0.91765,0.94902,0.95686
0.32549,0.38824,0.054902
0.97255,0.98039,0.99216
0.090196,0.36078,0.81961
0.84314,0.86667,0.90588
0.35686,0.75686,0.8549
1,1,1
0.2549,0.56471,0.83922
0.75294,0.81961,0.92941
0.97647,0.99608,0.99608
0.36863,0.67451,0.83922
0.94118,0.98431,0.99608
0.18431,0.39216,0.81569
0.28235,0.45098,0.039216
0.90196,0.92157,0.93725
0.090196,0.3451,0.81569
0.13725,0.31765,0.011765
0.16078,0.51765,0.84706
0.56863,0.56863,0.57647
0.24706,0.69804,0.86667
0.40784,0.71765,0.83137
0.40784,0.69804,0.82745
0.34902,0.6902,0.84706
0.45882,0.80784,0.92157
0.45098,0.75294,0.83529
0.87843,0.90588,0.92941
0.32941,0.76078,0.86275
0.039216,0.26667,0.80392
0.18039,0.27451,0.32549
0.9451,0.98039,0.99608
0.32941,0.41569,0.039216
0.25098,0.5451,0.83922
0.92941,0.94118,0.94902
0.31765,0.56471,0.83529
0.29412,0.38431,0.039216
0.50196,0.79216,0.84706
0.22745,0.43529,0.82353
0.24706,0.38039,0.070588
0.42745,0.53333,0.56471
0.24706,0.30588,0.05098
0.17647,0.57255,0.85098
0.25098,0.72157,0.88235
0.17647,0.51373,0.84314
0,0,0
0.72941,0.75294,0.74902
0.40784,0.71765,0.83529
0.18824,0.45882,0.83529
0.1451,0.12941,0.035294
0.1451,0.49804,0.84706
0.19216,0.39216,0.81569
0.27059,0.41961,0.53333
0.2549,0.61961,0.8549
0.9098,0.9451,0.95294
0.27451,0.44314,0.81961
0.26275,0.72549,0.87451
0.93725,0.97255,0.97647
0.94118,0.97255,0.97647
0.32941,0.4,0.054902
0.63529,0.8,0.84314
0.4549,0.75686,0.83529
0.26667,0.52157,0.83137
0.36863,0.63922,0.83137
0.25882,0.019608,0.023529
0.19216,0.047059,0.082353
0.88235,0.90588,0.92157
0.83922,0.84314,0.85882
0.13333,0.28235,0.019608
0.011765,0.019608,0.0039216
0.85882,0.88235,0.90588
0.23922,0.3098,0.031373
0.47451,0.47843,0.13725
0.3098,0.50588,0.82745
0.89412,0.91765,0.93333
0.15686,0.4902,0.84314
0.96863,0.98824,0.99216
0.41961,0.4902,0.11765
0.96078,0.96863,0.98824
0.27843,0.36863,0.043137
0.40392,0.72941,0.84314
0.1098,0.15294,0.19608
0.2549,0.68235,0.86667
0.18039,0.19216,0.1098
0.21961,0.24314,0.16471
0.22745,0.58431,0.8549
0.28627,0.75294,0.89804
0.83922,0.8549,0.86667
0.97647,0.98039,0.99216
0.82745,0.84706,0.87843
0.26667,0.73333,0.88627
0.25882,0.59216,0.84706
0.29412,0.76078,0.89412
0.50196,0.77647,0.83529
0.92941,0.96863,0.97647
0.72941,0.75686,0.76471
0.26275,0.72157,0.87843
0.27059,0.7098,0.87059
0.078431,0.22353,0.023529
0.098039,0.26275,0.019608
0.14902,0.38039,0.81961
0.57647,0.81176,0.94118
0.20784,0.61961,0.86275
0.21569,0.51373,0.83922
0.24706,0.56863,0.84314
0.98039,0.98431,0.99216
0.21961,0.43529,0.81961
0.047059,0.27843,0.80784
0.41961,0.70588,0.83137
0.46667,0.82353,0.99608
0.29412,0.47059,0.82353
0.18039,0.28627,0.027451
0.26667,0.3451,0.043137
0.094118,0.28235,0.023529
0.32549,0.50588,0.82353
0.35294,0.53725,0.82745
0.32157,0.6549,0.84314
0.38824,0.65882,0.83137
0.28235,0.60784,0.84314
0.27843,0.44314,0.81961
0.21569,0.26275,0.058824
0.95686,0.98824,0.99216
0.51373,0.78431,0.83529
0.34902,0.56471,0.82745
0.22353,0.54118,0.83922
0.80784,0.83137,0.83529
0.48235,0.77647,0.83529
0.48235,0.60784,0.65882
0.33333,0.66667,0.84314
0.24706,0.71765,0.87451
0.24706,0.30588,0.035294
0.85882,0.8902,0.91373
0.55686,0.80392,0.84706
0.25882,0,0
0.35294,0.48235,0.043137
0.42353,0.41961,0.42353
0.22353,0.25882,0.36078
0.29412,0.36078,0.043137
0.25098,0.6902,0.86275
0.97255,0.97647,0.99216
0.94118,0.97647,0.99216
0.90588,0.93725,0.95686
0.39216,0.69804,0.83529
0.082353,0.32157,0.81176
0.33333,0.61176,0.83529
0.15686,0.2902,0.027451
0.35294,0.65882,0.83529
0.82745,0.83529,0.85098
0.38431,0.65098,0.83137
0.23922,0.36471,0.043137
0.20392,0.33333,0.031373
0.48627,0.4,0.23922
0.20784,0.65098,0.86275
0.19608,0.35294,0.023529
0.27059,0.58431,0.84314
0.74118,0.81961,0.92157
0.23529,0,0
0.28627,0.57647,0.83922
0.84706,0.86275,0.84314
0.26667,0.39216,0.05098
0.27059,0.62353,0.84706
0.84314,0.8549,0.88235
0.21569,0.46667,0.83137
0.32549,0.019608,0.019608
0.41569,0.73333,0.83529
0.28235,0.75686,0.8902
0.9451,0.99608,0.99608
0.93725,0.97255,0.98431
0.26275,0.36863,0.023529
0.98431,0.98824,0.99216
0.36471,0.56863,0.82353
0.2,0.50588,0.83922
0.13333,0.38039,0.81961
0.85098,0.87451,0.90196
0.44314,0.4902,0.56863
0.20784,0.32941,0.047059
0.52157,0.81176,0.8549
0.25098,0.40784,0.81961
0.41961,0.72157,0.83529
0.23922,0.36863,0.031373
0.12941,0.22353,0.015686
0.20784,0.59216,0.85882
0.32549,0.74902,0.85882
0.3451,0.53333,0.82353
0.49804,0.8,0.85098
0.44314,0.75294,0.83529
0.87843,0.90196,0.92157
0.38824,0.46667,0.062745
0.51765,0.78431,0.83922
0.031373,0.07451,0.22353
0.33725,0.65098,0.83922
0.21176,0.64314,0.86275
0.57647,0.75686,0.83529
0.30588,0.77647,0.90196
0.20784,0.53725,0.84314
0.20784,0.49804,0.83529
0.39608,0.4902,0.57255
0.24706,0.56863,0.84314
0.43137,0.46275,0.086275
0.57647,0.79216,0.83529
0.41569,0.062745,0.1098
0.30196,0.46275,0.039216
